Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.5765        -331.7918    -335.1241       3.3323   353.1
1.5770        -331.7972    -335.0721       3.2749   347.1
1.5775        -331.8020    -335.0033       3.2013   339.3
1.5780        -331.8070    -334.9320       3.1250   331.2
1.5785        -331.8122    -334.8697       3.0575   324.0
1.5790        -331.8177    -334.8183       3.0006   318.0
1.5795        -331.8228    -334.7716       2.9488   312.5
1.5800        -331.8266    -334.7254       2.8988   307.2
1.5805        -331.8289    -334.6887       2.8598   303.1
1.5810        -331.8305    -334.6836       2.8531   302.4
1.5815        -331.8330    -334.7322       2.8992   307.3
1.5820        -331.8368    -334.8374       3.0006   318.0
1.5825        -331.8418    -334.9759       3.1341   332.1
1.5830        -331.8469    -335.1052       3.2583   345.3
1.5835        -331.8506    -335.1824       3.3318   353.1
1.5840        -331.8526    -335.1846       3.3321   353.1
1.5845        -331.8534    -335.1177       3.2642   345.9
1.5850        -331.8538    -335.0089       3.1551   334.4
1.5855        -331.8534    -334.8955       3.0421   322.4
1.5860        -331.8541    -334.8159       2.9619   313.9
1.5865        -331.8555    -334.7921       2.9366   311.2
1.5870        -331.8580    -334.8262       2.9682   314.6
1.5875        -331.8614    -334.8977       3.0363   321.8
1.5880        -331.8643    -334.9694       3.1051   329.1
1.5885        -331.8657    -335.0082       3.1426   333.0
1.5890        -331.8653    -334.9994       3.1341   332.1
1.5895        -331.8633    -334.9544       3.0911   327.6
1.5900        -331.8605    -334.9095       3.0489   323.1
1.5905        -331.8580    -334.9080       3.0501   323.2
1.5910        -331.8571    -334.9817       3.1246   331.1
1.5915        -331.8580    -335.1334       3.2754   347.1
1.5920        -331.8599    -335.3350       3.4751   368.3
1.5925        -331.8620    -335.5417       3.6796   390.0
1.5930        -331.8642    -335.7077       3.8435   407.3
1.5935        -331.8655    -335.7996       3.9341   416.9
1.5940        -331.8666    -335.8099       3.9433   417.9
1.5945        -331.8678    -335.7519       3.8841   411.6
1.5950        -331.8698    -335.6520       3.7822   400.8
1.5955        -331.8725    -335.5413       3.6688   388.8
1.5960        -331.8762    -335.4471       3.5709   378.4
1.5965        -331.8810    -335.3876       3.5065   371.6
1.5970        -331.8869    -335.3684       3.4815   369.0
1.5975        -331.8949    -335.3809       3.4861   369.4
1.5980        -331.9024    -335.3985       3.4961   370.5
1.5985        -331.9105    -335.3929       3.4824   369.1
1.5990        -331.9176    -335.3402       3.4226   362.7
1.5995        -331.9229    -335.2358       3.3129   351.1
1.6000        -331.9265    -335.1023       3.1757   336.6
1.6005        -331.9301    -334.9815       3.0514   323.4
1.6010        -331.9346    -334.9118       2.9772   315.5
1.6015        -331.9409    -334.9095       2.9686   314.6
1.6020        -331.9477    -334.9600       3.0123   319.2
1.6025        -331.9548    -335.0318       3.0770   326.1
1.6030        -331.9608    -335.0902       3.1294   331.6
1.6035        -331.9656    -335.1136       3.1479   333.6
1.6040        -331.9695    -335.0962       3.1267   331.4
1.6045        -331.9724    -335.0464       3.0740   325.8
1.6050        -331.9751    -334.9834       3.0083   318.8
1.6055        -331.9777    -334.9289       2.9512   312.8
1.6060        -331.9806    -334.9000       2.9194   309.4
1.6065        -331.9843    -334.9010       2.9167   309.1
1.6070        -331.9878    -334.9230       2.9352   311.1
1.6075        -331.9910    -334.9515       2.9605   313.7
1.6080        -331.9938    -334.9708       2.9770   315.5
1.6085        -331.9957    -334.9685       2.9728   315.0
1.6090        -331.9964    -334.9409       2.9445   312.1
1.6095        -331.9959    -334.8984       2.9025   307.6
1.6100        -331.9945    -334.8636       2.8692   304.1
1.6105        -331.9933    -334.8637       2.8704   304.2
1.6110        -331.9930    -334.9157       2.9228   309.7
1.6115        -331.9937    -335.0162       3.0225   320.3
1.6120        -331.9941    -335.1417       3.1476   333.6
1.6125        -331.9946    -335.2636       3.2690   346.4
1.6130        -331.9932    -335.3562       3.3630   356.4
1.6135        -331.9914    -335.4128       3.4213   362.6
1.6140        -331.9891    -335.4400       3.4509   365.7
1.6145        -331.9874    -335.4531       3.4657   367.3
1.6150        -331.9869    -335.4658       3.4790   368.7
1.6155        -331.9866    -335.4827       3.4961   370.5
1.6160        -331.9870    -335.5026       3.5156   372.6
1.6165        -331.9883    -335.5196       3.5313   374.2
1.6170        -331.9897    -335.5233       3.5336   374.5
1.6175        -331.9914    -335.5048       3.5134   372.3
1.6180        -331.9923    -335.4600       3.4677   367.5
1.6185        -331.9937    -335.3957       3.4020   360.5
1.6190        -331.9948    -335.3212       3.3264   352.5
1.6195        -331.9962    -335.2505       3.2543   344.9
1.6200        -331.9976    -335.1949       3.1973   338.8
1.6205        -331.9991    -335.1622       3.1630   335.2
1.6210        -332.0009    -335.1570       3.1561   334.5
1.6215        -332.0028    -335.1783       3.1755   336.5
1.6220        -332.0054    -335.2185       3.2132   340.5
1.6225        -332.0078    -335.2625       3.2547   344.9
1.6230        -332.0096    -335.2957       3.2861   348.3
1.6235        -332.0109    -335.3102       3.2992   349.6
1.6240        -332.0125    -335.3037       3.2912   348.8
1.6245        -332.0137    -335.2777       3.2640   345.9
1.6250        -332.0142    -335.2410       3.2268   342.0
1.6255        -332.0152    -335.2080       3.1929   338.4
1.6260        -332.0166    -335.1879       3.1713   336.1
1.6265        -332.0181    -335.1820       3.1639   335.3
1.6270        -332.0200    -335.1863       3.1663   335.6
1.6275        -332.0221    -335.1912       3.1691   335.9
1.6280        -332.0237    -335.1848       3.1611   335.0
1.6285        -332.0242    -335.1603       3.1361   332.4
1.6290        -332.0246    -335.1208       3.0962   328.1
1.6295        -332.0243    -335.0753       3.0511   323.3
1.6300        -332.0236    -335.0392       3.0155   319.6
1.6305        -332.0235    -335.0258       3.0022   318.2
1.6310        -332.0230    -335.0391       3.0161   319.6
1.6315        -332.0232    -335.0766       3.0533   323.6
1.6320        -332.0230    -335.1273       3.1043   329.0
1.6325        -332.0224    -335.1823       3.1599   334.9
1.6330        -332.0213    -335.2351       3.2138   340.6
1.6335        -332.0195    -335.2863       3.2669   346.2
1.6340        -332.0184    -335.3412       3.3229   352.1
1.6345        -332.0175    -335.4002       3.3827   358.5
1.6350        -332.0172    -335.4585       3.4413   364.7
1.6355        -332.0172    -335.5056       3.4884   369.7
1.6360        -332.0168    -335.5315       3.5147   372.5
1.6365        -332.0158    -335.5341       3.5183   372.9
1.6370        -332.0156    -335.5210       3.5054   371.5
1.6375        -332.0152    -335.5029       3.4878   369.6
1.6380        -332.0160    -335.4905       3.4745   368.2
1.6385        -332.0173    -335.4825       3.4652   367.2
1.6390        -332.0186    -335.4732       3.4546   366.1
1.6395        -332.0201    -335.4602       3.4401   364.6
1.6400        -332.0217    -335.4439       3.4222   362.7
1.6405        -332.0233    -335.4269       3.4036   360.7
1.6410        -332.0249    -335.4145       3.3897   359.2
1.6415        -332.0269    -335.4147       3.3878   359.0
1.6420        -332.0291    -335.4333       3.4042   360.8
1.6425        -332.0323    -335.4730       3.4408   364.6
1.6430        -332.0363    -335.5282       3.4920   370.1
1.6435        -332.0408    -335.5861       3.5453   375.7
1.6440        -332.0457    -335.6317       3.5860   380.0
1.6445        -332.0506    -335.6536       3.6031   381.8
1.6450        -332.0552    -335.6489       3.5936   380.8
1.6455        -332.0599    -335.6221       3.5622   377.5
1.6460        -332.0647    -335.5846       3.5200   373.0
1.6465        -332.0699    -335.5509       3.4810   368.9
1.6470        -332.0762    -335.5322       3.4560   366.3
1.6475        -332.0834    -335.5268       3.4434   364.9
1.6480        -332.0907    -335.5226       3.4319   363.7
1.6485        -332.0979    -335.5084       3.4105   361.4
1.6490        -332.1043    -335.4783       3.3741   357.6
1.6495        -332.1108    -335.4360       3.3252   352.4
1.6500        -332.1172    -335.3869       3.2697   346.5
1.6505        -332.1232    -335.3374       3.2142   340.6
1.6510        -332.1291    -335.2961       3.1670   335.6
1.6515        -332.1348    -335.2727       3.1379   332.5
1.6520        -332.1408    -335.2762       3.1354   332.3
1.6525        -332.1474    -335.3103       3.1629   335.2
1.6530        -332.1539    -335.3711       3.2172   341.0
1.6535        -332.1612    -335.4522       3.2910   348.8
1.6540        -332.1679    -335.5445       3.3765   357.8
1.6545        -332.1756    -335.6409       3.4653   367.2
1.6550        -332.1838    -335.7292       3.5454   375.7
1.6555        -332.1922    -335.7976       3.6054   382.1
1.6560        -332.2008    -335.8392       3.6385   385.6
1.6565        -332.2096    -335.8521       3.6425   386.0
1.6570        -332.2184    -335.8409       3.6225   383.9
1.6575        -332.2271    -335.8166       3.5895   380.4
1.6580        -332.2363    -335.7951       3.5588   377.1
1.6585        -332.2464    -335.7903       3.5439   375.6
1.6590        -332.2581    -335.8043       3.5462   375.8
1.6595        -332.2707    -335.8229       3.5522   376.5
1.6600        -332.2832    -335.8246       3.5413   375.3
1.6605        -332.2948    -335.7951       3.5003   371.0
1.6610        -332.3059    -335.7373       3.4314   363.6
1.6615        -332.3161    -335.6660       3.3498   355.0
1.6620        -332.3268    -335.6012       3.2743   347.0
1.6625        -332.3385    -335.5561       3.2176   341.0
1.6630        -332.3500    -335.5337       3.1836   337.4
1.6635        -332.3617    -335.5312       3.1695   335.9
1.6640        -332.3730    -335.5434       3.1704   336.0
1.6645        -332.3845    -335.5658       3.1813   337.2
1.6650        -332.3954    -335.5943       3.1989   339.0
1.6655        -332.4069    -335.6282       3.2213   341.4
1.6660        -332.4186    -335.6617       3.2431   343.7
1.6665        -332.4302    -335.6857       3.2555   345.0
1.6670        -332.4414    -335.6930       3.2516   344.6
1.6675        -332.4520    -335.6825       3.2305   342.4
1.6680        -332.4622    -335.6609       3.1986   339.0
1.6685        -332.4719    -335.6414       3.1695   335.9
1.6690        -332.4822    -335.6380       3.1558   334.4
1.6695        -332.4928    -335.6551       3.1623   335.1
1.6700        -332.5040    -335.6878       3.1839   337.4
1.6705        -332.5152    -335.7226       3.2074   339.9
1.6710        -332.5260    -335.7440       3.2180   341.0
1.6715        -332.5362    -335.7427       3.2066   339.8
1.6720        -332.5455    -335.7181       3.1726   336.2
1.6725        -332.5548    -335.6775       3.1227   330.9
1.6730        -332.5637    -335.6293       3.0656   324.9
1.6735        -332.5717    -335.5837       3.0120   319.2
1.6740        -332.5799    -335.5556       2.9757   315.4
1.6745        -332.5882    -335.5568       2.9686   314.6
1.6750        -332.5971    -335.5886       2.9915   317.0
1.6755        -332.6065    -335.6375       3.0309   321.2
1.6760        -332.6158    -335.6791       3.0633   324.6
1.6765        -332.6237    -335.6908       3.0671   325.0
1.6770        -332.6299    -335.6659       3.0359   321.7
1.6775        -332.6359    -335.6186       2.9826   316.1
1.6780        -332.6408    -335.5701       2.9294   310.4
1.6785        -332.6468    -335.5417       2.8949   306.8
1.6790        -332.6533    -335.5376       2.8843   305.7
1.6795        -332.6594    -335.5473       2.8879   306.1
1.6800        -332.6652    -335.5553       2.8901   306.3
1.6805        -332.6695    -335.5485       2.8790   305.1
1.6810        -332.6728    -335.5261       2.8532   302.4
1.6815        -332.6753    -335.4969       2.8216   299.0
1.6820        -332.6782    -335.4724       2.7942   296.1
1.6825        -332.6806    -335.4561       2.7755   294.1
1.6830        -332.6824    -335.4484       2.7660   293.1
1.6835        -332.6836    -335.4504       2.7668   293.2
1.6840        -332.6840    -335.4661       2.7821   294.8
1.6845        -332.6844    -335.5014       2.8170   298.5
1.6850        -332.6851    -335.5558       2.8706   304.2
1.6855        -332.6859    -335.6182       2.9323   310.8
1.6860        -332.6867    -335.6689       2.9822   316.0
1.6865        -332.6859    -335.6854       2.9995   317.9
1.6870        -332.6833    -335.6607       2.9773   315.5
1.6875        -332.6795    -335.6103       2.9309   310.6
1.6880        -332.6756    -335.5653       2.8897   306.2
1.6885        -332.6725    -335.5532       2.8808   305.3
1.6890        -332.6707    -335.5831       2.9124   308.6
1.6895        -332.6692    -335.6383       2.9691   314.7
1.6900        -332.6672    -335.6907       3.0235   320.4
1.6905        -332.6635    -335.7157       3.0522   323.5
1.6910        -332.6586    -335.7060       3.0474   323.0
1.6915        -332.6527    -335.6700       3.0173   319.8
1.6920        -332.6469    -335.6278       2.9809   315.9
1.6925        -332.6413    -335.5958       2.9545   313.1
1.6930        -332.6358    -335.5820       2.9462   312.2
1.6935        -332.6302    -335.5877       2.9576   313.4
1.6940        -332.6239    -335.6119       2.9880   316.7
1.6945        -332.6171    -335.6557       3.0386   322.0
1.6950        -332.6105    -335.7197       3.1092   329.5
1.6955        -332.6043    -335.7977       3.1934   338.4
1.6960        -332.5979    -335.8729       3.2750   347.1
1.6965        -332.5908    -335.9258       3.3350   353.4
1.6970        -332.5830    -335.9428       3.3598   356.1
1.6975        -332.5743    -335.9242       3.3499   355.0
1.6980        -332.5652    -335.8862       3.3210   351.9
1.6985        -332.5568    -335.8513       3.2945   349.1
1.6990        -332.5494    -335.8373       3.2879   348.4
1.6995        -332.5432    -335.8488       3.3056   350.3
1.7000        -332.5373    -335.8757       3.3384   353.8
1.7005        -332.5315    -335.9008       3.3693   357.1
1.7010        -332.5252    -335.9068       3.3816   358.4
1.7015        -332.5188    -335.8845       3.3656   356.7
1.7020        -332.5114    -335.8340       3.3226   352.1
1.7025        -332.5042    -335.7694       3.2653   346.0
1.7030        -332.4972    -335.7072       3.2100   340.2
1.7035        -332.4908    -335.6586       3.1678   335.7
1.7040        -332.4845    -335.6278       3.1433   333.1
1.7045        -332.4783    -335.6141       3.1358   332.3
1.7050        -332.4718    -335.6156       3.1438   333.2
1.7055        -332.4654    -335.6310       3.1656   335.5
1.7060        -332.4588    -335.6559       3.1971   338.8
1.7065        -332.4522    -335.6828       3.2306   342.4
1.7070        -332.4452    -335.7038       3.2586   345.3
1.7075        -332.4377    -335.7172       3.2795   347.6
1.7080        -332.4301    -335.7263       3.2962   349.3
1.7085        -332.4232    -335.7354       3.3122   351.0
1.7090        -332.4166    -335.7435       3.3269   352.6
1.7095        -332.4098    -335.7435       3.3338   353.3
1.7100        -332.4029    -335.7320       3.3291   352.8
1.7105        -332.3954    -335.7111       3.3157   351.4
1.7110        -332.3879    -335.6907       3.3027   350.0
1.7115        -332.3813    -335.6836       3.3024   350.0
1.7120        -332.3749    -335.6957       3.3207   351.9
1.7125        -332.3693    -335.7237       3.3544   355.5
1.7130        -332.3634    -335.7550       3.3916   359.4
1.7135        -332.3577    -335.7752       3.4175   362.2
1.7140        -332.3518    -335.7726       3.4209   362.5
1.7145        -332.3449    -335.7435       3.3986   360.2
1.7150        -332.3380    -335.6971       3.3591   356.0
1.7155        -332.3308    -335.6479       3.3171   351.5
1.7160        -332.3251    -335.6097       3.2846   348.1
1.7165        -332.3190    -335.5864       3.2674   346.3
1.7170        -332.3138    -335.5795       3.2658   346.1
1.7175        -332.3089    -335.5854       3.2766   347.2
1.7180        -332.3039    -335.5990       3.2950   349.2
1.7185        -332.2994    -335.6127       3.3133   351.1
1.7190        -332.2956    -335.6131       3.3175   351.6
1.7195        -332.2906    -335.5841       3.2936   349.0
1.7200        -332.2852    -335.5245       3.2393   343.3
1.7205        -332.2789    -335.4481       3.1692   335.9
1.7210        -332.2725    -335.3835       3.1110   329.7
1.7215        -332.2671    -335.3595       3.0924   327.7
1.7220        -332.2630    -335.3869       3.1240   331.1
1.7225        -332.2598    -335.4525       3.1927   338.4
1.7230        -332.2565    -335.5249       3.2683   346.4
1.7235        -332.2521    -335.5710       3.3188   351.7
1.7240        -332.2466    -335.5705       3.3239   352.3
1.7245        -332.2401    -335.5211       3.2811   347.7
1.7250        -332.2326    -335.4406       3.2080   340.0
1.7255        -332.2253    -335.3606       3.1352   332.3
1.7260        -332.2189    -335.3105       3.0917   327.6
1.7265        -332.2136    -335.3050       3.0914   327.6
1.7270        -332.2089    -335.3383       3.1294   331.6
1.7275        -332.2043    -335.3918       3.1875   337.8
1.7280        -332.1989    -335.4423       3.2433   343.7
1.7285        -332.1933    -335.4704       3.2772   347.3
1.7290        -332.1870    -335.4627       3.2756   347.1
1.7295        -332.1795    -335.4164       3.2369   343.0
1.7300        -332.1712    -335.3481       3.1769   336.7
1.7305        -332.1629    -335.2884       3.1255   331.2
1.7310        -332.1556    -335.2676       3.1121   329.8
1.7315        -332.1499    -335.2981       3.1482   333.6
1.7320        -332.1449    -335.3670       3.2222   341.5
1.7325        -332.1393    -335.4475       3.3082   350.6
1.7330        -332.1329    -335.5149       3.3820   358.4
1.7335        -332.1257    -335.5562       3.4305   363.6
1.7340        -332.1180    -335.5708       3.4528   365.9
1.7345        -332.1111    -335.5652       3.4541   366.1
1.7350        -332.1044    -335.5444       3.4401   364.6
1.7355        -332.0977    -335.5133       3.4156   362.0
1.7360        -332.0908    -335.4808       3.3900   359.3
1.7365        -332.0843    -335.4608       3.3765   357.8
1.7370        -332.0783    -335.4657       3.3874   359.0
1.7375        -332.0736    -335.4992       3.4256   363.0
1.7380        -332.0700    -335.5471       3.4772   368.5
1.7385        -332.0665    -335.5814       3.5149   372.5
1.7390        -332.0621    -335.5755       3.5134   372.3
1.7395        -332.0564    -335.5212       3.4648   367.2
1.7400        -332.0500    -335.4359       3.3859   358.8
1.7405        -332.0438    -335.3529       3.3091   350.7
1.7410        -332.0390    -335.3032       3.2642   345.9
1.7415        -332.0360    -335.2990       3.2629   345.8
1.7420        -332.0341    -335.3281       3.2940   349.1
1.7425        -332.0323    -335.3630       3.3307   353.0
1.7430        -332.0291    -335.3754       3.3463   354.6
1.7435        -332.0248    -335.3564       3.3316   353.1
1.7440        -332.0199    -335.3168       3.2969   349.4
1.7445        -332.0151    -335.2798       3.2647   346.0
1.7450        -332.0117    -335.2658       3.2541   344.9
1.7455        -332.0089    -335.2799       3.2710   346.7
1.7460        -332.0067    -335.3138       3.3070   350.5
1.7465        -332.0047    -335.3499       3.3451   354.5
1.7470        -332.0023    -335.3719       3.3696   357.1
1.7475        -331.9993    -335.3723       3.3729   357.5
1.7480        -331.9965    -335.3493       3.3528   355.3
1.7485        -331.9933    -335.3027       3.3094   350.7
1.7490        -331.9895    -335.2404       3.2509   344.5
1.7495        -331.9855    -335.1811       3.1956   338.7
1.7500        -331.9821    -335.1452       3.1631   335.2
1.7505        -331.9791    -335.1428       3.1637   335.3
1.7510        -331.9769    -335.1726       3.1957   338.7
1.7515        -331.9745    -335.2241       3.2496   344.4
1.7520        -331.9727    -335.2841       3.3115   350.9
1.7525        -331.9705    -335.3346       3.3641   356.5
1.7530        -331.9679    -335.3597       3.3917   359.4
1.7535        -331.9640    -335.3532       3.3892   359.2
1.7540        -331.9598    -335.3287       3.3689   357.0
1.7545        -331.9559    -335.3094       3.3535   355.4
1.7550        -331.9529    -335.3168       3.3639   356.5
1.7555        -331.9517    -335.3571       3.4054   360.9
1.7560        -331.9513    -335.4140       3.4627   367.0
1.7565        -331.9508    -335.4618       3.5110   372.1
1.7570        -331.9491    -335.4816       3.5326   374.4
1.7575        -331.9464    -335.4763       3.5299   374.1
1.7580        -331.9442    -335.4671       3.5229   373.3
1.7585        -331.9432    -335.4764       3.5333   374.4
1.7590        -331.9447    -335.5124       3.5677   378.1
1.7595        -331.9475    -335.5553       3.6078   382.3
1.7600        -331.9494    -335.5732       3.6238   384.0
1.7605        -331.9505    -335.5490       3.5984   381.4
1.7610        -331.9503    -335.4901       3.5398   375.1
1.7615        -331.9507    -335.4261       3.4754   368.3
1.7620        -331.9522    -335.3837       3.4315   363.7
1.7625        -331.9553    -335.3744       3.4191   362.3
1.7630        -331.9586    -335.3926       3.4340   363.9
1.7635        -331.9618    -335.4280       3.4662   367.3
1.7640        -331.9654    -335.4725       3.5071   371.7
1.7645        -331.9696    -335.5180       3.5484   376.0
1.7650        -331.9744    -335.5544       3.5800   379.4
1.7655        -331.9797    -335.5700       3.5902   380.5
1.7660        -331.9853    -335.5505       3.5653   377.8
1.7665        -331.9901    -335.4867       3.4966   370.6
1.7670        -331.9940    -335.3847       3.3907   359.3
1.7675        -331.9975    -335.2682       3.2708   346.6
1.7680        -332.0005    -335.1692       3.1686   335.8
1.7685        -332.0044    -335.1182       3.1138   330.0
1.7690        -332.0096    -335.1315       3.1219   330.9
1.7695        -332.0160    -335.2016       3.1855   337.6
1.7700        -332.0236    -335.2985       3.2749   347.1
1.7705        -332.0309    -335.3795       3.3486   354.9
1.7710        -332.0375    -335.4070       3.3695   357.1
1.7715        -332.0420    -335.3621       3.3201   351.9
1.7720        -332.0448    -335.2569       3.2121   340.4
1.7725        -332.0469    -335.1277       3.0808   326.5
1.7730        -332.0486    -335.0193       2.9707   314.8
1.7735        -332.0514    -334.9713       2.9199   309.4
1.7740        -332.0559    -334.9991       2.9433   311.9
1.7745        -332.0617    -335.0854       3.0237   320.4
1.7750        -332.0672    -335.1894       3.1222   330.9
1.7755        -332.0716    -335.2705       3.1989   339.0
1.7760        -332.0742    -335.3033       3.2290   342.2
1.7765        -332.0757    -335.2875       3.2119   340.4
1.7770        -332.0768    -335.2429       3.1662   335.5
1.7775        -332.0783    -335.1932       3.1149   330.1
1.7780        -332.0809    -335.1533       3.0723   325.6
1.7785        -332.0833    -335.1256       3.0424   322.4
1.7790        -332.0855    -335.1111       3.0256   320.6
1.7795        -332.0869    -335.1127       3.0258   320.7
1.7800        -332.0880    -335.1395       3.0515   323.4
1.7805        -332.0902    -335.1981       3.1079   329.4
1.7810        -332.0931    -335.2784       3.1853   337.6
1.7815        -332.0969    -335.3564       3.2595   345.4
1.7820        -332.0997    -335.3997       3.3000   349.7
1.7825        -332.1005    -335.3894       3.2889   348.5
1.7830        -332.0999    -335.3363       3.2365   343.0
1.7835        -332.0985    -335.2750       3.1765   336.6
1.7840        -332.0983    -335.2478       3.1495   333.8
1.7845        -332.0997    -335.2787       3.1790   336.9
1.7850        -332.1027    -335.3613       3.2585   345.3
1.7855        -332.1059    -335.4652       3.3593   356.0
1.7860        -332.1084    -335.5575       3.4491   365.5
1.7865        -332.1102    -335.6158       3.5057   371.5
1.7870        -332.1115    -335.6344       3.5229   373.4
1.7875        -332.1129    -335.6189       3.5060   371.6
1.7880        -332.1146    -335.5811       3.4665   367.4
1.7885        -332.1168    -335.5362       3.4194   362.4
1.7890        -332.1190    -335.4979       3.3789   358.1
1.7895        -332.1213    -335.4785       3.3572   355.8
1.7900        -332.1245    -335.4874       3.3628   356.4
1.7905        -332.1280    -335.5262       3.3982   360.1
1.7910        -332.1322    -335.5911       3.4589   366.6
1.7915        -332.1377    -335.6716       3.5339   374.5
1.7920        -332.1431    -335.7491       3.6060   382.2
1.7925        -332.1489    -335.8053       3.6564   387.5
1.7930        -332.1551    -335.8259       3.6707   389.0
1.7935        -332.1604    -335.8064       3.6460   386.4
1.7940        -332.1653    -335.7605       3.5952   381.0
1.7945        -332.1706    -335.7139       3.5433   375.5
1.7950        -332.1769    -335.6926       3.5158   372.6
1.7955        -332.1844    -335.7127       3.5282   373.9
1.7960        -332.1946    -335.7704       3.5759   379.0
1.7965        -332.2050    -335.8367       3.6317   384.9
1.7970        -332.2151    -335.8811       3.6660   388.5
1.7975        -332.2250    -335.8853       3.6603   387.9
1.7980        -332.2336    -335.8487       3.6151   383.1
1.7985        -332.2423    -335.7936       3.5513   376.4
1.7990        -332.2516    -335.7493       3.4977   370.7
1.7995        -332.2623    -335.7371       3.4748   368.2
1.8000        -332.2743    -335.7613       3.4870   369.5
1.8005        -332.2874    -335.8095       3.5221   373.3
1.8010        -332.3014    -335.8574       3.5561   376.9
1.8015        -332.3147    -335.8792       3.5644   377.8
1.8020        -332.3273    -335.8635       3.5361   374.8
1.8025        -332.3387    -335.8188       3.4801   368.8
1.8030        -332.3506    -335.7711       3.4204   362.5
1.8035        -332.3635    -335.7425       3.3789   358.1
1.8040        -332.3777    -335.7393       3.3616   356.3
1.8045        -332.3928    -335.7507       3.3579   355.9
1.8050        -332.4071    -335.7553       3.3482   354.8
1.8055        -332.4208    -335.7396       3.3188   351.7
1.8060        -332.4334    -335.7039       3.2705   346.6
1.8065        -332.4456    -335.6630       3.2173   341.0
1.8070        -332.4578    -335.6347       3.1768   336.7
1.8075        -332.4710    -335.6292       3.1582   334.7
1.8080        -332.4847    -335.6401       3.1554   334.4
1.8085        -332.4981    -335.6516       3.1535   334.2
1.8090        -332.5104    -335.6532       3.1428   333.1
1.8095        -332.5224    -335.6449       3.1225   330.9
1.8100        -332.5344    -335.6298       3.0954   328.0
1.8105        -332.5461    -335.6089       3.0628   324.6
1.8110        -332.5578    -335.5803       3.0225   320.3
1.8115        -332.5686    -335.5398       2.9712   314.9
1.8120        -332.5782    -335.4895       2.9113   308.5
1.8125        -332.5871    -335.4425       2.8553   302.6
1.8130        -332.5955    -335.4140       2.8185   298.7
1.8135        -332.6043    -335.4146       2.8103   297.8
1.8140        -332.6135    -335.4427       2.8293   299.8
1.8145        -332.6228    -335.4848       2.8620   303.3
1.8150        -332.6317    -335.5190       2.8874   306.0
1.8155        -332.6396    -335.5243       2.8847   305.7
1.8160        -332.6460    -335.4888       2.8428   301.3
1.8165        -332.6506    -335.4171       2.7665   293.2
1.8170        -332.6543    -335.3305       2.6762   283.6
1.8175        -332.6569    -335.2576       2.6006   275.6
1.8180        -332.6602    -335.2280       2.5679   272.1
1.8185        -332.6642    -335.2545       2.5903   274.5
1.8190        -332.6688    -335.3233       2.6545   281.3
1.8195        -332.6731    -335.4025       2.7294   289.3
1.8200        -332.6756    -335.4600       2.7845   295.1
1.8205        -332.6772    -335.4784       2.8012   296.9
1.8210        -332.6772    -335.4522       2.7750   294.1
1.8215        -332.6760    -335.3912       2.7152   287.7
1.8220        -332.6738    -335.3163       2.6426   280.1
1.8225        -332.6710    -335.2552       2.5842   273.9
1.8230        -332.6687    -335.2320       2.5633   271.7
1.8235        -332.6667    -335.2563       2.5896   274.4
1.8240        -332.6644    -335.3230       2.6586   281.8
1.8245        -332.6617    -335.4178       2.7562   292.1
1.8250        -332.6580    -335.5214       2.8633   303.4
1.8255        -332.6534    -335.6172       2.9639   314.1
1.8260        -332.6477    -335.6953       3.0476   323.0
1.8265        -332.6420    -335.7522       3.1102   329.6
1.8270        -332.6353    -335.7875       3.1522   334.1
1.8275        -332.6287    -335.8059       3.1772   336.7
1.8280        -332.6217    -335.8151       3.1934   338.4
1.8285        -332.6140    -335.8274       3.2134   340.5
1.8290        -332.6066    -335.8579       3.2513   344.6
1.8295        -332.6004    -335.9123       3.3120   351.0
1.8300        -332.5950    -335.9755       3.3805   358.3
1.8305        -332.5895    -336.0201       3.4306   363.6
1.8310        -332.5830    -336.0236       3.4406   364.6
1.8315        -332.5753    -335.9827       3.4074   361.1
1.8320        -332.5677    -335.9142       3.3466   354.7
1.8325        -332.5614    -335.8378       3.2764   347.2
1.8330        -332.5555    -335.7611       3.2056   339.7
1.8335        -332.5504    -335.6831       3.1327   332.0
1.8340        -332.5448    -335.5958       3.0510   323.3
1.8345        -332.5383    -335.4965       2.9582   313.5
1.8350        -332.5308    -335.3953       2.8645   303.6
1.8355        -332.5233    -335.3116       2.7882   295.5
1.8360        -332.5164    -335.2617       2.7452   290.9
1.8365        -332.5098    -335.2512       2.7414   290.5
1.8370        -332.5032    -335.2726       2.7694   293.5
1.8375        -332.4962    -335.3102       2.8141   298.2
1.8380        -332.4885    -335.3453       2.8568   302.8
1.8385        -332.4801    -335.3601       2.8800   305.2
1.8390        -332.4702    -335.3435       2.8733   304.5
1.8395        -332.4594    -335.2979       2.8384   300.8
1.8400        -332.4478    -335.2346       2.7868   295.3
1.8405        -332.4368    -335.1681       2.7313   289.5
1.8410        -332.4252    -335.1068       2.6816   284.2
1.8415        -332.4128    -335.0599       2.6471   280.5
1.8420        -332.4003    -335.0391       2.6388   279.7
1.8425        -332.3882    -335.0500       2.6618   282.1
1.8430        -332.3762    -335.0818       2.7056   286.7
1.8435        -332.3634    -335.1103       2.7469   291.1
1.8440        -332.3491    -335.1126       2.7635   292.9
1.8445        -332.3329    -335.0787       2.7459   291.0
